hours_since_20110102,year,month,day,temp_bottom_40_47N_50_200m,temp_bottom_40_47N_250_500m,temp_250_500m_40_47N_250_500m,temp_50_200m_40_47N_250_500m,temp_200_500m_40_47N_250_500m,temp_0_50m_40_47N_50_150km,temp_0_150m_40_47N_80_120km,mld_40_47N_250_500m,ualong_50_200m_40_47N_250_500m,ualong_200_500m_40_47N_250_500m,ualong_0_50m_40_47N_50_150km,ualong_0_150m_40_47N_80_120km,ualong_bottom_40_47N_50_150m,ualong_bottom_40_47N_150_500m,ucross_50_200m_40_47N_250_500m,ucross_200_500m_40_47N_250_500m,ucross_0_50m_40_47N_50_150km,ucross_0_150m_40_47N_80_120km,ucross_bottom_40_47N_50_150m,ucross_bottom_40_47N_150_500m
56256,2017,6,3,13.991,5.8134,5.9546,7.594,6.0889,10.865,10.975,14.102,0.06447,0.2065,-0.04476,-0.03268,0.10154,0.1845,0.00371,-0.02165,0.00978,-0.00161,-0.04734,-0.04406
56280,2017,6,4,13.213,5.8152,5.9623,7.6353,6.1008,10.947,11.059,14.176,0.08397,0.19203,-0.02238,-0.01625,0.08659,0.17087,8e-05,0.00763,-0.02139,-0.01701,-0.02396,-0.0214
56304,2017,6,5,12.348,5.811,5.9722,7.6249,6.1152,11.022,11.133,15.02,0.03008,0.13712,-0.02438,-0.01761,0.02588,0.11025,0.00969,-0.00795,-0.01039,-0.0056,-0.009,-0.01943
56328,2017,6,6,12.267,5.8167,5.9862,7.6301,6.1335,11.095,11.216,15.179,-0.00031,0.11476,-0.04148,-0.03403,0.01576,0.08751,0.00671,-0.00748,-0.0056,-0.00539,0.00237,-0.02054
56352,2017,6,7,12.496,5.8306,5.9955,7.5793,6.1473,10.881,11.052,14.245,-0.00798,0.10258,-0.04591,-0.0377,0.02675,0.07774,0.00249,-0.00871,-0.00305,-0.0069,-0.01084,-0.01785
56376,2017,6,8,13.285,5.8476,6.0091,7.5829,6.1651,10.953,11.118,13.437,0.01034,0.11716,-0.0344,-0.02746,0.0593,0.09376,0.00024,-0.00539,0.01601,0.0079,-0.02352,-0.01569
56400,2017,6,9,13.261,5.8644,6.0239,7.5883,6.1838,11,11.158,13.295,0.00457,0.10772,-0.04556,-0.03451,0.05443,0.08215,0.00181,-0.00478,0.01594,0.01201,-0.02455,-0.01622
56424,2017,6,10,13.49,5.8804,6.0403,7.5958,6.2022,11.043,11.181,13.194,-0.00679,0.09295,-0.04605,-0.03925,0.05102,0.07426,0.00264,-0.00479,0.01251,0.00771,-0.02028,-0.01511
56448,2017,6,11,13.578,5.9446,6.0887,7.385,6.2334,10.774,10.885,13.255,0.01618,0.10427,-0.06467,-0.0537,0.03723,0.0728,0.00152,-0.01091,0.00719,0.00136,-0.01378,-0.01879
56472,2017,6,12,13.742,5.9633,6.1026,7.4041,6.2447,10.809,10.901,13.178,0.02393,0.10314,-0.05498,-0.05145,0.03837,0.07554,0.00233,-0.00291,-0.01459,-0.01086,-0.00943,-0.01319
56496,2017,6,13,13.631,5.9948,6.1282,7.4252,6.2671,10.853,10.932,13.143,0.05497,0.13912,-0.04723,-0.04182,0.04106,0.10799,0.00082,-0.00781,0.00439,-0.0023,-0.01236,-0.02003
56520,2017,6,14,13.741,6.0384,6.1635,7.4598,6.3009,10.92,10.987,13.621,0.09338,0.17448,-0.04095,-0.0355,0.06046,0.13487,0.0017,-0.00773,-0.00389,-0.002,-0.01861,-0.02185
56544,2017,6,15,13.323,6.0415,6.1525,7.323,6.2849,10.645,10.7,14.381,0.1042,0.19202,-0.03131,-0.02692,0.0792,0.14446,0.00128,-0.00583,0.015,0.00704,-0.02671,-0.02408
56568,2017,6,16,13.612,6.0726,6.1737,7.3418,6.3023,10.692,10.75,13.553,0.09775,0.16784,-0.04552,-0.03004,0.06464,0.11853,0.00158,-0.00636,0.02148,0.01707,-0.02073,-0.01986
56592,2017,6,17,13.949,6.0899,6.1896,7.3493,6.3158,10.751,10.806,12.693,0.0711,0.14442,-0.038,-0.02354,0.04513,0.09195,0.00537,-0.00203,0.00153,0.00023,-0.01423,-0.0136
56616,2017,6,18,14.067,6.1016,6.2029,7.3731,6.3274,10.839,10.889,12.829,0.06475,0.13276,-0.0374,-0.02002,0.02385,0.0826,0.00525,-0.0067,0.00728,0.00509,-0.00269,-0.01473
56640,2017,6,19,14.815,6.1656,6.3005,7.9217,6.4563,10.775,10.772,13.512,0.09202,0.15839,-0.04541,-0.03193,0.06281,0.10789,0.00233,-0.00404,-0.02002,-0.01534,-0.02659,-0.01682
56664,2017,6,20,14.496,6.176,6.3051,7.9009,6.4624,10.879,10.858,14.857,0.09919,0.14738,-0.01938,-0.01182,0.05317,0.09499,0.00713,-0.00136,-0.01026,-0.00343,-0.00735,-0.01393
56688,2017,6,21,13.334,6.1832,6.3118,7.8806,6.4677,10.985,10.976,16.625,0.08542,0.14147,-0.02285,-0.00746,0.02841,0.08212,0.00988,-0.00259,-0.02672,-0.01174,-0.00275,-0.00995
56712,2017,6,22,11.713,6.1587,6.2914,7.8731,6.4472,11.041,11.039,20.626,0.03239,0.0866,-0.02294,-0.00778,-0.0452,0.02508,0.01691,0.00507,-0.06102,-0.02607,0.03698,0.00468
56736,2017,6,23,11.753,6.1187,6.2476,7.937,6.3831,11.581,11.585,23.671,-0.03114,0.00922,-0.04164,-0.02171,-0.13493,-0.05832,0.01148,0.00791,-0.04921,-0.01858,0.05036,0.02224
56760,2017,6,24,12.012,6.1017,6.2444,7.9023,6.3812,11.658,11.644,22.355,-0.0466,-0.00161,-0.01752,-0.00426,-0.11047,-0.05146,0.00808,0.00103,-0.02236,-0.01131,0.04057,0.00966
56784,2017,6,25,13.894,6.0903,6.2471,7.9014,6.3888,11.79,11.748,19.08,-0.03774,0.00592,-0.01579,0.00366,-0.0506,-0.02525,0.00761,-0.00138,0.02039,0.01237,0.01622,0.0021
56808,2017,6,26,16.018,6.1122,6.274,7.9292,6.42,11.91,11.857,16.831,-0.01454,0.03999,-0.03603,-0.00369,-0.00415,0.01527,0.00288,-0.00715,0.00361,0.00383,0.00073,-0.0084
56832,2017,6,27,15.318,6.1296,6.2916,7.9366,6.4613,11.093,11.159,19.494,0.03404,0.10833,-0.00539,0.00569,0.08809,0.09503,0.00222,-0.00664,0.00471,0.00224,-0.03183,-0.02156
56856,2017,6,28,13.129,6.1912,6.3395,7.919,6.5054,11.135,11.228,17.049,0.08128,0.13828,-0.01601,0.00378,0.13281,0.12006,-0.00016,-0.00855,-0.00475,-0.00366,-0.03505,-0.02127
56880,2017,6,29,12.185,6.2248,6.3706,7.8807,6.5267,11.184,11.279,16.537,0.07344,0.1284,-0.01585,-0.00029,0.11228,0.10189,0.00679,-0.00503,-0.01985,-0.00532,-0.02898,-0.01784
56904,2017,6,30,11.754,6.2318,6.3825,7.8648,6.5334,11.242,11.331,17.555,0.02786,0.08607,-0.01653,0.00392,0.04474,0.05471,0.00491,-0.00073,-0.01535,-0.00577,-0.0072,-0.00704
56928,2017,7,1,13.07,6.2594,6.4306,8.3319,6.6035,11.485,11.489,17.802,0.0048,0.0713,-0.02661,-0.00851,0.02415,0.04418,0.00703,-0.00464,-0.00514,0.00186,-0.00175,-0.00755
56952,2017,7,2,13.015,6.2785,6.4469,8.3185,6.6181,11.569,11.568,18.292,0.0241,0.0916,-0.01467,0.00458,0.02491,0.06102,0.00051,-0.00023,-0.01236,-0.00879,-0.0017,-0.00832
56976,2017,7,3,12.568,6.2916,6.4603,8.2995,6.6292,11.663,11.675,19.283,0.0361,0.10274,-0.02181,0.00102,0.02756,0.07012,0.00969,-0.00398,-0.02641,-0.00974,0.00303,-0.01209
57000,2017,7,4,12.385,6.2973,6.4615,8.2729,6.6278,11.718,11.742,20.74,0.04827,0.11862,0.00112,0.0185,0.01301,0.07617,0.00845,-0.00173,-0.03866,-0.02111,0.00725,-0.00852
57024,2017,7,5,12.429,6.2615,6.4093,8.0759,6.5646,11.746,11.743,20.249,0.08227,0.14478,-0.01948,0.00344,0.01713,0.09081,0.00302,-0.00406,-0.0186,-0.0108,0.00353,-0.01242
57048,2017,7,6,12.877,6.3027,6.4345,8.0676,6.585,11.818,11.815,19.424,0.12112,0.17867,0.02011,0.03939,0.04547,0.11951,0.00156,-0.00506,-0.02162,-0.01692,-0.01012,-0.01815
57072,2017,7,7,12.703,6.356,6.4748,8.0654,6.6179,11.92,11.943,18.551,0.16805,0.22182,0.03011,0.0488,0.0652,0.15507,-0.00101,-0.01211,-0.00358,-0.00525,-0.01899,-0.02674
57096,2017,7,8,12.537,6.4059,6.507,8.0551,6.6387,12.015,12.039,19.631,0.206,0.25547,0.03802,0.05515,0.08502,0.17783,-0.00314,-0.00794,-0.02189,-0.01447,-0.02021,-0.02533
57120,2017,7,9,12.634,6.3834,6.4758,7.9452,6.5983,12.038,12.097,20.535,0.17935,0.20931,0.02606,0.04029,0.04258,0.11893,0.00099,-0.00331,-0.02742,-0.01863,-0.006,-0.01436
57144,2017,7,10,12.582,6.3621,6.4596,7.925,6.5817,12.119,12.196,21.279,0.10376,0.13746,0.02457,0.04378,-0.02295,0.05233,0.00441,-0.00046,-0.01265,-0.00642,0.01066,-0.00312
57168,2017,7,11,12.232,6.3158,6.4366,7.9254,6.5649,12.174,12.243,22.383,0.01388,0.04959,-0.00974,0.02616,-0.08005,-0.02554,0.00623,0.00122,-0.02301,-0.01106,0.03602,0.00823
57192,2017,7,12,11.848,6.2529,6.4051,7.9207,6.5431,12.202,12.265,23.974,-0.0575,-0.01686,-0.01436,0.02412,-0.11732,-0.07255,0.00662,0.00954,-0.0273,-0.01072,0.04602,0.0211
57216,2017,7,13,12.515,6.3076,6.4978,8.0177,6.6592,12.318,12.316,24.524,-0.0386,-0.04674,-0.03719,0.00381,-0.08676,-0.08685,0.0012,0.00235,-0.01853,-0.01262,0.03579,0.01646
57240,2017,7,14,12.708,6.2748,6.4936,8.016,6.6648,12.362,12.361,24.411,-0.05443,-0.04147,-0.02263,0.01849,-0.06672,-0.06635,0.00109,0.00288,-0.0193,-0.00733,0.02307,0.01377
57264,2017,7,15,12.899,6.2713,6.4989,8.0266,6.6762,12.436,12.445,23.598,-0.0249,-0.01142,-0.0251,0.01797,-0.03603,-0.02165,-0.00012,-0.00101,-0.0112,-0.00674,0.01987,0.00206
57288,2017,7,16,12.983,6.298,6.5197,8.0281,6.699,12.515,12.532,22.66,0.01727,0.03862,-0.01614,0.02671,0.02782,0.02827,-0.00123,-0.00468,-0.0205,-0.00944,-0.00591,-0.00743
57312,2017,7,17,12.787,6.3313,6.5417,8.0317,6.7241,12.616,12.643,22.447,0.05048,0.06544,-0.01366,0.02139,0.04924,0.05117,0.00185,-0.00302,-0.03344,-0.01523,-0.01054,-0.01037
57336,2017,7,18,12.573,6.3524,6.5521,8.0122,6.7322,12.649,12.708,22.781,0.0512,0.06526,-0.01843,0.01493,0.03662,0.04446,0.00061,0.00041,-0.01863,-0.00586,-0.00934,-0.00418
57360,2017,7,19,12.767,6.3777,6.5725,8.0091,6.7488,12.706,12.788,21.512,0.05686,0.07389,-0.02466,0.01052,0.04916,0.04872,-0.00148,-0.00443,-0.01213,-0.00891,-0.01465,-0.01104
57384,2017,7,20,13.529,6.4047,6.5933,8.0027,6.7632,12.785,12.872,20.146,0.07039,0.0852,-0.02325,0.00617,0.05488,0.05863,-0.00136,-0.0047,-0.00313,-0.00144,-0.01658,-0.01306
57408,2017,7,21,14.337,6.3934,6.5664,8.0079,6.7355,12.573,12.68,19.486,0.09666,0.13293,-0.02668,0.00205,0.08928,0.10382,-0.0018,-0.01066,0.02218,0.01282,-0.02594,-0.02248
57432,2017,7,22,14.593,6.4242,6.5813,8.002,6.7402,12.681,12.78,17.692,0.11319,0.13511,-0.03238,-0.00317,0.0906,0.10409,-0.00164,-0.00318,-0.01061,-0.00478,-0.02058,-0.01469
57456,2017,7,23,13.531,6.4457,6.5943,7.9968,6.7453,12.738,12.841,18.215,0.11126,0.13733,-0.01538,0.00856,0.05242,0.09481,0.00184,-0.00308,-0.02553,-0.01204,-0.01,-0.01275
57480,2017,7,24,12.455,6.4343,6.5771,7.97,6.7239,12.733,12.848,20.038,0.08301,0.10444,-0.02865,-0.00733,-0.0053,0.05509,0.00751,0.00354,-0.03638,-0.01074,0.01632,-0.00237
57504,2017,7,25,12.839,6.4478,6.6102,7.9392,6.7522,12.605,12.674,23.681,0.07061,0.049,-0.04535,-0.01437,-0.04879,-0.01014,-0.00256,0.00721,-0.0407,-0.01892,0.02971,0.01202
57528,2017,7,26,12.877,6.4422,6.6201,7.8978,6.7585,12.583,12.646,24.167,0.05408,0.04117,-0.0367,-0.00716,-0.06417,-0.01015,0.00515,-0.00309,-0.03299,-0.00859,0.02536,0.00113
57552,2017,7,27,12.934,6.4608,6.6434,7.9016,6.7806,12.608,12.673,23.369,0.06205,0.05453,-0.03554,-0.01237,-0.04389,0.01154,-0.00294,-0.00466,-0.01117,0.00253,0.01969,-0.00284
57576,2017,7,28,12.76,6.4998,6.6809,7.9136,6.8133,12.651,12.723,21.946,0.0952,0.08511,-0.05092,-0.0198,-0.00601,0.04591,-0.00211,-0.00687,-0.021,-0.00766,0.01048,-0.01004
57600,2017,7,29,12.708,6.4688,6.653,8.0454,6.8043,12.606,12.621,22.45,0.13711,0.14664,-0.03758,-0.0204,0.05521,0.12505,-0.00387,-0.00602,-0.02552,-0.01294,-0.01542,-0.0195
57624,2017,7,30,12.585,6.5052,6.699,8.0604,6.8444,12.659,12.669,22.252,0.15386,0.15626,-0.03458,-0.01628,0.09763,0.12214,0.00398,-0.01108,-0.02576,-0.00613,-0.02465,-0.02477
57648,2017,7,31,12.755,6.5761,6.7441,8.0911,6.8861,12.703,12.736,22.841,0.16595,0.1601,-0.03494,-0.02795,0.10136,0.12843,-0.00203,-0.00743,-0.0197,-0.00479,-0.02477,-0.02032
57672,2017,8,1,13.144,6.6495,6.802,8.0992,6.935,12.743,12.805,23.409,0.20264,0.19754,-0.04254,-0.03293,0.13034,0.15661,-0.00305,-0.01554,-0.02392,-0.01134,-0.03273,-0.02757
57696,2017,8,2,12.236,6.4508,6.5391,7.5963,6.6324,12.808,12.926,24.312,0.22514,0.25438,-0.03996,-0.02153,0.1706,0.20769,0.00067,-0.0052,-0.02365,-0.00624,-0.04562,-0.02927
57720,2017,8,3,12.959,6.4881,6.5633,7.6159,6.6472,12.85,12.975,23.662,0.24038,0.25051,-0.01792,-0.01472,0.15156,0.19812,-0.00046,-0.01527,0.00422,0.00312,-0.0366,-0.03454
57744,2017,8,4,14.127,6.5295,6.5972,7.616,6.6668,12.947,13.056,21.566,0.24371,0.25295,-0.03933,-0.03183,0.14037,0.19017,-0.0011,-0.0089,0.01496,0.00844,-0.04308,-0.03165
57768,2017,8,5,15.043,6.5618,6.6297,7.6315,6.6902,13.052,13.149,20.126,0.22793,0.22858,-0.03291,-0.02599,0.11795,0.16209,0.00089,-0.00663,-0.00369,-0.00143,-0.03711,-0.02431
57792,2017,8,6,14.752,6.4755,6.5407,7.3903,6.5963,12.759,12.901,25.351,0.18416,0.20601,-0.05506,-0.04758,0.07975,0.14275,-0.00408,-0.02199,0.03563,0.03083,-0.03672,-0.0358
57816,2017,8,7,13.567,6.4466,6.5293,7.3884,6.5841,12.815,12.948,21.342,0.15872,0.15314,-0.08084,-0.06958,0.07198,0.10078,0.00145,0.00503,-0.00562,-0.00725,-0.01864,-0.0108
57840,2017,8,8,12.722,6.4459,6.5343,7.4148,6.5823,12.78,12.872,19.624,0.12924,0.12305,-0.06856,-0.05863,0.06155,0.08475,0.00214,-0.01469,-0.00702,-0.00044,-0.01534,-0.02235
57864,2017,8,9,12.625,6.4517,6.5409,7.4167,6.577,12.779,12.873,17.356,0.13444,0.13275,-0.07499,-0.06997,0.08052,0.09589,-0.00123,-0.0063,0.00891,0.01488,-0.02748,-0.01782
57888,2017,8,10,13.226,6.4607,6.5319,7.4995,6.5581,12.479,12.515,16.987,0.17114,0.15845,-0.08483,-0.08763,0.1244,0.1218,-0.00048,-0.00668,-0.00732,-0.00409,-0.04055,-0.02118
57912,2017,8,11,13.579,6.4616,6.5303,7.5455,6.5608,12.484,12.496,16.088,0.1775,0.16026,-0.05179,-0.06068,0.12674,0.12424,-0.00089,-0.00536,-0.00416,-0.00258,-0.0311,-0.02166
57936,2017,8,12,14.008,6.452,6.5283,7.6,6.5648,12.526,12.541,15.709,0.17531,0.15818,-0.07362,-0.08031,0.13527,0.12105,0.00164,-0.01238,0.01566,0.01007,-0.04364,-0.02346
57960,2017,8,13,14.854,6.4483,6.5327,7.6247,6.5714,12.587,12.609,15.555,0.15925,0.14117,-0.07792,-0.08349,0.11697,0.10526,0.00169,-0.00637,-0.00049,0.00536,-0.0336,-0.01965
57984,2017,8,14,14.762,6.4648,6.5786,8.0263,6.6496,12.447,12.552,16.049,0.16259,0.16998,-0.0711,-0.0859,0.14739,0.13694,0.00287,-0.00436,-0.01932,-0.01229,-0.04309,-0.0204
58008,2017,8,15,13.77,6.4547,6.5695,8.0338,6.6463,12.477,12.62,16.091,0.1645,0.14656,-0.03494,-0.06261,0.11775,0.10653,0.00412,0.00064,-0.00417,0.00424,-0.02689,-0.014
58032,2017,8,16,13.11,6.4392,6.5607,8.0369,6.6444,12.522,12.639,16.82,0.12925,0.12436,-0.07804,-0.09447,0.07713,0.07758,0.00935,-0.00363,-0.00519,-0.00125,-0.01892,-0.01211
58056,2017,8,17,12.883,6.4156,6.5462,8.0155,6.6328,12.53,12.624,17.909,0.08894,0.07899,-0.05479,-0.0755,0.01223,0.03252,0.00797,0.00501,-0.03603,-0.01717,0.00304,0.00109
58080,2017,8,18,13.391,6.4559,6.603,8.1401,6.699,12.714,12.877,18.377,0.10461,0.05129,-0.06051,-0.08718,-0.01582,-0.00172,0.00433,0.0026,-0.02001,-0.0043,0.01349,0.00387
58104,2017,8,19,13.074,6.4492,6.6093,8.079,6.7058,12.694,12.818,19.451,0.08862,0.04746,-0.06443,-0.08835,-0.01529,-0.00288,0.00756,0.00408,-0.02621,-0.00941,0.00963,0.00675
58128,2017,8,20,12.511,6.4257,6.5992,8.0498,6.6996,12.642,12.712,22.176,0.05103,0.01294,-0.07856,-0.09634,-0.0536,-0.02904,0.01206,0.00339,-0.0499,-0.02332,0.03094,0.00907
58152,2017,8,21,12.235,6.3923,6.5863,8.0056,6.69,12.587,12.63,24.612,0.02381,-0.01324,-0.08213,-0.10582,-0.06895,-0.04601,0.00402,0.00202,-0.02287,-0.00512,0.02703,0.01025
58176,2017,8,22,12.381,6.4232,6.6327,8.0599,6.7405,12.432,12.447,24.068,0.06189,0.02866,-0.10212,-0.11589,-0.00024,0.00386,-0.00145,-0.00215,-0.02387,-0.01053,0.00298,-0.00325
58200,2017,8,23,12.643,6.4531,6.6554,8.0588,6.762,12.428,12.433,23.069,0.11502,0.07499,-0.05838,-0.08714,0.06502,0.05016,-0.00203,-0.00415,-0.02123,-0.00935,-0.01797,-0.01259
58224,2017,8,24,12.512,6.491,6.681,8.0683,6.7856,12.451,12.442,22.689,0.13535,0.10546,-0.07744,-0.10667,0.09549,0.07242,0.00195,-0.00956,-0.00037,0.00197,-0.02517,-0.01718
58248,2017,8,25,11.961,6.5077,6.6846,8.0513,6.7863,12.446,12.422,23.763,0.13332,0.10259,-0.07699,-0.10461,0.05287,0.06293,0.00015,-0.00022,-0.03263,-0.01657,-0.00874,-0.00814
58272,2017,8,26,12.003,6.5192,6.6732,8.2077,6.7652,12.876,12.953,25.653,0.14978,0.15524,-0.06038,-0.08662,0.06798,0.10408,-0.00015,-0.00463,-0.03612,-0.01597,-0.02276,-0.01812
58296,2017,8,27,12.161,6.5553,6.6933,8.2169,6.7787,12.858,12.928,26.022,0.21507,0.19161,-0.03637,-0.07071,0.10349,0.13474,-0.00271,-0.01134,-0.01881,-0.00817,-0.02521,-0.02229
58320,2017,8,28,13.017,6.608,6.7279,8.1913,6.7984,12.891,12.961,23.683,0.26237,0.24676,-0.03033,-0.06503,0.15242,0.17206,-0.00288,-0.01315,-0.0033,-0.00083,-0.04369,-0.02822
58344,2017,8,29,14.38,6.6293,6.7321,8.1559,6.7961,12.947,12.984,21.777,0.26427,0.24282,-0.01388,-0.04022,0.11933,0.15399,0.00059,-0.00638,-0.00471,-0.00334,-0.02996,-0.01948
58368,2017,8,30,14.346,6.5368,6.6352,7.9934,6.7008,12.659,12.7,22.06,0.22159,0.20378,-0.0431,-0.06289,0.06276,0.11542,0.00339,-0.00575,0.01345,0.00772,-0.02077,-0.01701
58392,2017,8,31,13.543,6.524,6.6304,8.0063,6.7028,12.697,12.698,21.438,0.19392,0.17253,-0.03695,-0.04663,0.04396,0.08598,-0.00048,-0.00785,-0.01374,-0.00952,-0.01299,-0.01435
58416,2017,9,1,12.493,6.4941,6.6171,7.9819,6.6957,12.698,12.705,19.769,0.15851,0.1357,-0.02533,-0.04833,0.00808,0.05527,0.00263,-0.00173,-0.0207,-0.00669,0.00024,-0.00871
58440,2017,9,2,12.407,6.487,6.6202,7.9766,6.7063,12.705,12.718,20.141,0.1534,0.12444,-0.03403,-0.05396,0.01094,0.05261,-0.00218,-0.005,-0.00996,-0.00385,-0.00356,-0.01004
58464,2017,9,3,11.977,6.4583,6.5623,7.4101,6.6011,12.677,12.825,21.245,0.17779,0.13523,-0.0191,-0.03367,0.05592,0.05426,-0.00218,-0.00987,-0.02117,-0.01231,-0.01533,-0.01591
58488,2017,9,4,12.95,6.4506,6.5545,7.4218,6.6002,12.738,12.875,19.62,0.18582,0.14733,-0.01681,-0.03679,0.08139,0.07732,0.00153,-0.00521,0.01557,0.01207,-0.02698,-0.01378
58512,2017,9,5,14.344,6.4432,6.557,7.432,6.6123,12.833,12.972,18.543,0.17061,0.14155,-0.02213,-0.03579,0.07926,0.07257,-0.00261,-0.00544,-0.00301,-0.00465,-0.02946,-0.01332
58536,2017,9,6,15.748,6.4412,6.5601,7.4496,6.619,12.921,13.047,17.95,0.16184,0.12625,-0.01381,-0.03261,0.08784,0.06563,-0.00151,-0.00811,0.00574,0.00811,-0.03279,-0.01447
58560,2017,9,7,14.741,6.3215,6.4254,6.9516,6.4695,11.783,11.989,21.595,0.1298,0.12724,-0.03806,-0.04913,0.09736,0.07503,0.00072,-0.00949,0.04815,0.03037,-0.03616,-0.01858
58584,2017,9,8,14.403,6.3247,6.4229,6.9933,6.4732,11.876,12.039,18.688,0.13266,0.12131,-0.05424,-0.05501,0.12147,0.07678,-0.00411,-0.00579,-0.01717,-0.00987,-0.04253,-0.01508
58608,2017,9,9,12.863,6.3224,6.4258,7.0294,6.4792,11.912,12.056,17.523,0.11736,0.11009,-0.01396,-0.03843,0.11868,0.07269,0.00096,-0.00628,-0.0053,0.0037,-0.04401,-0.01634
58632,2017,9,10,11.781,6.3212,6.4341,7.0635,6.4927,11.954,12.101,16.318,0.11866,0.11673,-0.0387,-0.05407,0.10982,0.08384,-0.00274,-0.00952,0.01858,0.01125,-0.03786,-0.01826
58656,2017,9,11,13.52,6.3699,6.535,7.4988,6.6246,12.66,12.714,16.686,0.14844,0.13264,-0.0407,-0.04341,0.13512,0.10736,-0.0034,-0.00333,-0.00521,-0.01035,-0.04435,-0.02112
58680,2017,9,12,13.166,6.3644,6.5427,7.485,6.6325,12.657,12.698,16.501,0.1515,0.13395,-0.00476,-0.0209,0.11717,0.10597,0.00432,-0.00697,-0.0358,-0.01463,-0.03026,-0.02123
58704,2017,9,13,13.084,6.374,6.55,7.4774,6.6365,12.646,12.664,15.847,0.13054,0.11328,-0.02547,-0.04793,0.08808,0.07301,0.00214,-0.00671,-0.00448,0.00424,-0.03012,-0.01261
58728,2017,9,14,12.605,6.3702,6.5499,7.4675,6.6374,12.607,12.605,16.243,0.09825,0.0776,-0.03077,-0.03546,0.04128,0.03909,0.00185,0.00189,-0.02358,-0.01541,-0.0117,-0.00523
58752,2017,9,15,12.702,6.421,6.6212,7.6019,6.7174,12.624,12.612,16.915,0.10712,0.06958,-0.04963,-0.04223,0.02748,0.03078,0.00011,-0.00541,-0.00435,0.00319,-0.00964,-0.01048
58776,2017,9,16,13.076,6.4341,6.6369,7.6355,6.7352,12.631,12.589,16.756,0.12318,0.08723,-0.02549,-0.03086,0.06104,0.05152,-0.00022,-0.00207,-0.01607,-0.01129,-0.02062,-0.0092
58800,2017,9,17,13.395,6.451,6.6542,7.6903,6.7538,12.679,12.619,16.449,0.13874,0.10354,-0.02538,-0.03062,0.0734,0.06252,0.00165,-0.0083,0.00449,0.00475,-0.02534,-0.01521
58824,2017,9,18,13.794,6.4901,6.6777,7.7332,6.7732,12.729,12.651,16.155,0.15134,0.11839,-0.02433,-0.02434,0.09245,0.07699,-0.00548,-0.00368,0.00394,0.00022,-0.03291,-0.01297
58848,2017,9,19,13.229,6.5415,6.7323,7.849,6.8413,12.514,12.514,16.977,0.163,0.12656,-0.02641,-0.01736,0.10206,0.0805,-0.00339,-0.00655,0.00394,0.00283,-0.03348,-0.01427
58872,2017,9,20,13.387,6.5564,6.7395,7.8478,6.8459,12.515,12.502,15.928,0.15925,0.11553,-0.01732,-0.00966,0.08576,0.06447,-0.00106,-0.00675,0.00716,0.00434,-0.02732,-0.01259
58896,2017,9,21,13.637,6.5574,6.7408,7.8592,6.8469,12.515,12.505,15.19,0.15339,0.11114,-0.02086,-0.01064,0.07493,0.05523,-0.00546,-0.00698,-0.00188,-0.00207,-0.02713,-0.01098
58920,2017,9,22,13.805,6.5571,6.7379,7.8637,6.8403,12.509,12.525,14.627,0.14671,0.09705,-0.00019,0.00273,0.05017,0.04185,-0.00459,-0.00126,-0.00319,-0.00124,-0.01549,-0.00337
58944,2017,9,23,13.943,6.5941,6.7887,7.9582,6.8965,12.606,12.593,14.546,0.15637,0.10932,-0.01012,-0.00245,0.06238,0.04907,-0.00565,-0.00788,-0.00926,-0.01221,-0.02101,-0.01136
58968,2017,9,24,13.829,6.5717,6.7698,7.9511,6.8781,12.605,12.629,13.993,0.14052,0.08526,0.00987,0.00699,0.03667,0.02294,-0.00425,0.0005,-0.00925,-0.00533,-0.00748,0.00033
58992,2017,9,25,13.571,6.5507,6.7581,7.9524,6.8684,12.624,12.657,14.282,0.10041,0.05328,-0.01476,-0.01498,0.01546,-0.00719,-0.00351,-0.00659,-0.00284,-0.00275,-0.00475,-0.00158
59016,2017,9,26,13.694,6.5092,6.7374,7.9447,6.8527,12.646,12.688,14.516,0.06344,0.01954,-0.01556,-0.01334,-0.01199,-0.02796,-0.00264,4e-05,-0.01527,-0.00601,0.00694,0.00453
59040,2017,9,27,13.498,6.5139,6.7563,7.8434,6.866,12.645,12.691,15.134,0.06293,0.00858,-0.02386,-0.0185,-0.02408,-0.02994,-0.00414,-0.00376,-0.01532,-0.01052,0.00778,0.00223
59064,2017,9,28,14.096,6.5191,6.7648,7.8638,6.8742,12.683,12.735,15.002,0.08518,0.03886,-0.00504,-0.01166,0.02314,0.00578,-0.0074,-0.00346,0.00139,-0.0003,-0.0085,-0.00313
59088,2017,9,29,14.784,6.5587,6.7889,7.9015,6.8964,12.75,12.794,14.936,0.12473,0.08343,-0.01277,-0.0193,0.06571,0.04662,-0.00808,-0.0111,0.00284,0.00107,-0.0188,-0.01396
59112,2017,9,30,14.712,6.6032,6.8069,7.9266,6.9099,12.792,12.834,14.745,0.16285,0.12072,-0.00016,-0.01177,0.09535,0.07124,-0.00873,-0.00579,-0.01063,-0.0063,-0.0274,-0.00985
59136,2017,10,1,14.183,6.6319,6.8119,8.0393,6.9096,12.806,12.839,14.991,0.17079,0.14662,0.00116,-0.01,0.09932,0.08539,-0.00198,-0.00412,-0.01985,-0.00849,-0.02151,-0.01204
